firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
name1440,lastname1440,Female,March,19,1998,BS Communications Technology Management,0917 858 1172,Globe
name1441,lastname1441,Female,March,15,1999,BS Management,0917 665 5128,Globe
name1442,lastname1442,Female,September,21,1999,BS Legal Management,0927 457 3828,Globe
name1443,lastname1443,Male,March,14,1999,BS Management,0927 684 4492,Globe
name1444,lastname1444,Male,January,8,1999,BS Legal Management,0927 786 3031,Globe
name1445,lastname1445,Male,September,7,2001,BS Communications Technology Management,0927 993 1326,Globe
name1446,lastname1446,Male,May,27,1999,BS Management Engineering,0918 367 2882,Smart
name1447,lastname1447,Male,February,21,1998,BS IT Entrepreneurship,0917 443 8759,Globe
name1448,lastname1448,Female,February,26,1998,BS Management,0918 789 5546,Smart
name1449,lastname1449,Male,March,13,1998,BS Communications Technology Management,0917 178 5991,Globe
name1450,lastname1450,Female,March,14,1997,BS Communications Technology Management,0927 156 1184,Globe
name1451,lastname1451,Male,November,11,1999,BS Legal Management,0917 382 4890,Globe
name1452,lastname1452,Female,October,12,2001,BS Legal Management,0917 960 4687,Globe
name1453,lastname1453,Female,December,11,2000,BS IT Entrepreneurship,0927 322 2243,Globe
name1454,lastname1454,Female,February,15,1998,BS Communications Technology Management,0927 832 4339,Globe
name1455,lastname1455,Male,January,5,1997,BS Communications Technology Management,0917 515 3847,Globe
name1456,lastname1456,Female,February,4,2001,BS Management Engineering,0917 615 9128,Globe
name1457,lastname1457,Male,June,21,1999,BS Communications Technology Management,0917 161 2559,Globe
name1458,lastname1458,Male,December,7,2000,BS IT Entrepreneurship,0917 157 8809,Globe
name1459,lastname1459,Male,May,23,1998,BS Legal Management,0917 461 9605,Globe
name1460,lastname1460,Male,October,27,1997,BS Communications Technology Management,0917 373 9387,Globe
name1461,lastname1461,Male,March,24,1997,BS Legal Management,0917 733 9630,Globe
name1462,lastname1462,Male,January,19,2000,BS Management,0917 831 3939,Globe
name1463,lastname1463,Female,September,17,1998,BS IT Entrepreneurship,0917 747 8978,Globe
name1464,lastname1464,Female,May,2,1998,BS IT Entrepreneurship,0927 247 1072,Globe
name1465,lastname1465,Male,March,13,1997,BS Legal Management,0927 299 6251,Globe
name1466,lastname1466,Male,August,22,1999,BS Management,0927 533 2737,Globe
name1467,lastname1467,Male,January,5,1999,BS Management Engineering,0917 616 1710,Globe
name1468,lastname1468,Female,May,26,1998,BS Communications Technology Management,0917 363 5546,Globe
name1469,lastname1469,Female,February,20,1998,BS Management,0927 502 4474,Globe
name1470,lastname1470,Female,September,24,1998,BS Legal Management,0918 294 1027,Smart
name1471,lastname1471,Male,August,19,1998,BS IT Entrepreneurship,0927 344 1830,Globe
name1472,lastname1472,Male,October,6,2000,BS Management Engineering,0918 184 8390,Smart
name1473,lastname1473,Female,November,19,1997,BS Communications Technology Management,0918 386 9272,Smart
name1474,lastname1474,Female,January,17,1998,BS Communications Technology Management,0918 873 1895,Smart
name1475,lastname1475,Female,November,27,2001,BS Legal Management,0918 268 9223,Smart
name1476,lastname1476,Female,March,17,1997,BS Management,0917 446 5151,Globe
name1477,lastname1477,Female,November,4,1998,BS Communications Technology Management,0918 149 1182,Smart
name1478,lastname1478,Female,April,10,2000,BS Communications Technology Management,0927 141 1139,Globe
name1479,lastname1479,Female,April,13,2001,BS Legal Management,0918 322 9858,Smart
name1480,lastname1480,Male,November,27,2000,BS Management Engineering,0918 185 8617,Smart
name1481,lastname1481,Female,July,2,2001,BS Management,0927 355 5906,Globe
name1482,lastname1482,Male,August,3,2001,BS Communications Technology Management,0917 260 1467,Globe
name1483,lastname1483,Female,February,28,1997,BS Legal Management,0918 673 1640,Smart
name1484,lastname1484,Male,February,18,1999,BS Management Engineering,0927 400 7002,Globe
name1485,lastname1485,Male,January,21,2001,BS Management,0918 162 2673,Smart
name1486,lastname1486,Male,February,12,1997,BS Management Engineering,0918 314 2326,Smart
name1487,lastname1487,Female,February,6,2000,BS Management Engineering,0917 774 4619,Globe
name1488,lastname1488,Female,May,8,1998,BS Management Engineering,0917 982 1304,Globe
name1489,lastname1489,Female,August,25,1998,BS Legal Management,0918 466 4113,Smart
name1490,lastname1490,Female,November,15,1999,BS Management Engineering,0927 526 4600,Globe
name1491,lastname1491,Female,November,19,1997,BS Management,0917 840 5589,Globe
name1492,lastname1492,Male,March,4,1999,BS Communications Technology Management,0918 337 3436,Smart
name1493,lastname1493,Female,September,17,2001,BS Management,0918 850 8278,Smart
name1494,lastname1494,Male,June,2,1999,BS IT Entrepreneurship,0927 272 2481,Globe
name1495,lastname1495,Female,May,1,1997,BS Communications Technology Management,0927 317 8513,Globe
name1496,lastname1496,Female,April,1,1998,BS Management,0917 472 2973,Globe
name1497,lastname1497,Female,November,4,1997,BS IT Entrepreneurship,0927 979 2316,Globe
name1498,lastname1498,Male,April,27,1997,BS Communications Technology Management,0927 872 1565,Globe
name1499,lastname1499,Male,September,13,2001,BS Legal Management,0927 899 3998,Globe
name1500,lastname1500,Male,January,16,1999,BS Legal Management,0927 514 8153,Globe
name1501,lastname1501,Female,December,7,1997,BS Legal Management,0927 560 8025,Globe
name1502,lastname1502,Female,January,18,2000,BS Communications Technology Management,0917 943 7148,Globe
name1503,lastname1503,Female,January,4,1998,BS Legal Management,0927 376 3449,Globe
name1504,lastname1504,Female,August,26,1998,BS IT Entrepreneurship,0927 765 1116,Globe
name1505,lastname1505,Female,April,2,1999,BS Communications Technology Management,0927 998 1959,Globe
name1506,lastname1506,Male,November,28,1999,BS Management,0917 426 2724,Globe
name1507,lastname1507,Female,September,25,1997,BS Management Engineering,0917 538 1553,Globe
name1508,lastname1508,Female,May,4,2001,BS Communications Technology Management,0917 535 4647,Globe
name1509,lastname1509,Female,May,7,1999,BS Communications Technology Management,0927 195 1266,Globe
name1510,lastname1510,Female,September,8,1998,BS Communications Technology Management,0917 209 9303,Globe
name1511,lastname1511,Male,April,5,1999,BS Communications Technology Management,0917 313 5237,Globe
name1512,lastname1512,Male,June,4,1999,BS Management Engineering,0917 410 1813,Globe
name1513,lastname1513,Male,November,20,1998,BS Management,0917 690 5462,Globe
name1514,lastname1514,Female,June,9,1998,BS Management,0917 269 6027,Globe
name1515,lastname1515,Female,September,21,1998,BS IT Entrepreneurship,0918 167 3141,Smart
name1516,lastname1516,Female,September,7,1999,BS Management,0917 455 3546,Globe
name1517,lastname1517,Male,December,23,1997,BS IT Entrepreneurship,0917 220 3638,Globe
name1518,lastname1518,Female,October,24,1997,BS Communications Technology Management,0918 232 2424,Smart
name1519,lastname1519,Female,March,15,1999,BS Communications Technology Management,0927 477 8478,Globe
name1520,lastname1520,Male,December,10,2001,BS Communications Technology Management,0918 550 8210,Smart
name1521,lastname1521,Female,July,9,1999,BS IT Entrepreneurship,0918 774 1846,Smart
name1522,lastname1522,Male,June,16,1998,BS IT Entrepreneurship,0917 526 1163,Globe
name1523,lastname1523,Male,February,23,1998,BS Legal Management,0918 613 4122,Smart
name1524,lastname1524,Female,October,17,1999,BS IT Entrepreneurship,0927 235 1099,Globe
name1525,lastname1525,Female,March,28,2000,BS IT Entrepreneurship,0918 678 5551,Smart
name1526,lastname1526,Female,February,19,1998,BS Legal Management,0917 500 6762,Globe
name1527,lastname1527,Male,November,20,1999,BS Management,0917 508 6548,Globe
name1528,lastname1528,Male,April,26,2001,BS Management,0917 264 4707,Globe
name1529,lastname1529,Male,July,15,1998,BS Communications Technology Management,0927 136 3607,Globe
name1530,lastname1530,Female,January,7,1999,BS Legal Management,0918 450 7095,Smart
name1531,lastname1531,Female,November,19,1997,BS Management,0927 585 7391,Globe
name1532,lastname1532,Male,October,9,1998,BS Communications Technology Management,0927 430 8844,Globe
name1533,lastname1533,Female,June,17,1999,BS Legal Management,0927 946 7151,Globe
name1534,lastname1534,Male,May,6,2000,BS IT Entrepreneurship,0917 965 3855,Globe
name1535,lastname1535,Male,September,5,1998,BS Communications Technology Management,0918 598 5927,Smart
name1536,lastname1536,Male,June,12,2001,BS IT Entrepreneurship,0918 747 8793,Smart
name1537,lastname1537,Female,February,6,2000,BS IT Entrepreneurship,0918 432 6128,Smart
name1538,lastname1538,Male,May,18,1998,BS Legal Management,0927 969 9809,Globe
name1539,lastname1539,Male,January,24,1998,BS Communications Technology Management,0917 756 4283,Globe
name1540,lastname1540,Female,July,7,2000,BS Management Engineering,0917 242 1536,Globe
name1541,lastname1541,Male,November,16,1999,BS Communications Technology Management,0927 496 8246,Globe
name1542,lastname1542,Female,February,3,1999,BS Management,0918 579 6860,Smart
name1543,lastname1543,Female,May,20,1997,BS Legal Management,0927 715 5047,Globe
name1544,lastname1544,Female,March,18,1997,BS IT Entrepreneurship,0927 664 6033,Globe
name1545,lastname1545,Male,February,7,1997,BS Legal Management,0927 426 3430,Globe
name1546,lastname1546,Female,February,9,2000,BS Legal Management,0918 567 9539,Smart
name1547,lastname1547,Male,March,4,1998,BS Management,0927 498 3341,Globe
name1548,lastname1548,Male,October,10,1999,BS Communications Technology Management,0927 400 8565,Globe
name1549,lastname1549,Male,June,23,1999,BS Management,0917 760 6884,Globe
name1550,lastname1550,Female,October,15,2000,BS Legal Management,0918 410 4200,Smart
name1551,lastname1551,Male,December,13,1998,BS Management Engineering,0927 449 1400,Globe
name1552,lastname1552,Male,July,11,1997,BS Legal Management,0918 442 4432,Smart
name1553,lastname1553,Male,March,19,1998,BS Communications Technology Management,0918 163 6088,Smart
name1554,lastname1554,Female,January,10,1998,BS Management Engineering,0917 921 7601,Globe
name1555,lastname1555,Male,December,27,1997,BS Communications Technology Management,0918 837 7380,Smart
name1556,lastname1556,Female,November,24,1999,BS Management Engineering,0917 742 7013,Globe
name1557,lastname1557,Female,April,2,1997,BS Management Engineering,0927 115 6056,Globe
name1558,lastname1558,Male,January,19,1999,BS Legal Management,0927 405 3000,Globe
name1559,lastname1559,Female,August,20,2001,BS Management,0917 917 7094,Globe
name1560,lastname1560,Female,May,21,1998,BS IT Entrepreneurship,0927 450 2022,Globe
name1561,lastname1561,Male,November,10,1999,BS Management Engineering,0927 297 9539,Globe
name1562,lastname1562,Female,June,23,1998,BS Management,0927 386 9411,Globe
name1563,lastname1563,Male,November,5,1998,BS Management,0918 944 2477,Smart
name1564,lastname1564,Male,July,28,1999,BS Management Engineering,0927 945 7548,Globe
name1565,lastname1565,Male,August,15,1997,BS Management Engineering,0918 591 3333,Smart
name1566,lastname1566,Male,August,12,1997,BS Legal Management,0927 621 4551,Globe
name1567,lastname1567,Male,June,2,2001,BS Communications Technology Management,0917 500 8114,Globe
name1568,lastname1568,Male,September,3,1999,BS Legal Management,0927 815 1632,Globe
name1569,lastname1569,Male,March,18,1999,BS Management Engineering,0918 632 3144,Smart
name1570,lastname1570,Male,September,16,1997,BS Management,0917 890 7944,Globe
name1571,lastname1571,Female,April,25,2001,BS Management,0918 260 6647,Smart
name1572,lastname1572,Male,September,14,2001,BS Communications Technology Management,0918 868 4725,Smart
name1573,lastname1573,Male,January,26,1997,BS Legal Management,0917 900 3067,Globe
name1574,lastname1574,Male,December,9,1998,BS Legal Management,0917 564 3281,Globe
name1575,lastname1575,Female,January,22,1998,BS Management,0918 815 7208,Smart
name1576,lastname1576,Female,March,17,1998,BS IT Entrepreneurship,0927 632 3351,Globe
name1577,lastname1577,Male,January,12,1997,BS IT Entrepreneurship,0917 760 8418,Globe
name1578,lastname1578,Female,February,27,1999,BS Management Engineering,0917 580 9793,Globe
name1579,lastname1579,Female,May,15,1999,BS Management Engineering,0918 172 4970,Smart
name1580,lastname1580,Female,May,18,1998,BS IT Entrepreneurship,0918 272 5703,Smart
name1581,lastname1581,Female,December,9,2001,BS Legal Management,0918 962 6954,Smart
name1582,lastname1582,Female,November,4,2000,BS Management Engineering,0927 491 6684,Globe
name1583,lastname1583,Male,November,19,1997,BS Management,0927 708 9046,Globe
name1584,lastname1584,Female,July,21,1997,BS Management Engineering,0927 928 8064,Globe
name1585,lastname1585,Male,March,5,1997,BS Management Engineering,0927 989 5381,Globe
name1586,lastname1586,Male,September,25,1997,BS Management,0917 862 5481,Globe
name1587,lastname1587,Male,March,28,1997,BS IT Entrepreneurship,0917 497 2907,Globe
name1588,lastname1588,Male,April,11,2001,BS IT Entrepreneurship,0917 348 1333,Globe
name1589,lastname1589,Male,May,5,1998,BS Legal Management,0918 774 9374,Smart
name1590,lastname1590,Female,January,22,2001,BS Legal Management,0917 687 9040,Globe
name1591,lastname1591,Male,February,28,2001,BS IT Entrepreneurship,0927 533 2835,Globe
name1592,lastname1592,Female,August,8,2001,BS Communications Technology Management,0927 236 8391,Globe
name1593,lastname1593,Male,December,22,1997,BS Management,0918 783 9530,Smart
name1594,lastname1594,Female,September,4,1997,BS Management,0918 927 5880,Smart
name1595,lastname1595,Female,June,25,2000,BS IT Entrepreneurship,0927 661 6951,Globe
name1596,lastname1596,Female,March,27,2000,BS Legal Management,0918 359 1983,Smart
name1597,lastname1597,Male,July,20,1999,BS Management,0917 292 4179,Globe
name1598,lastname1598,Male,November,15,1999,BS Management,0918 285 8534,Smart
name1599,lastname1599,Male,September,25,1998,BS Management Engineering,0918 164 8297,Smart
name1600,lastname1600,Female,June,1,1998,BS Communications Technology Management,0927 288 8492,Globe
name1601,lastname1601,Female,February,15,1997,BS Management,0918 867 9643,Smart
name1602,lastname1602,Female,June,25,1997,BS Management Engineering,0918 905 1512,Smart
name1603,lastname1603,Female,September,4,1999,BS IT Entrepreneurship,0927 575 9786,Globe
name1604,lastname1604,Male,May,19,1998,BS Legal Management,0918 908 5902,Smart
name1605,lastname1605,Male,April,5,1999,BS Communications Technology Management,0918 386 3965,Smart
name1606,lastname1606,Female,May,20,1997,BS Management,0917 109 8620,Globe
name1607,lastname1607,Male,January,1,1997,BS Communications Technology Management,0927 334 5450,Globe
name1608,lastname1608,Male,April,21,1998,BS Management Engineering,0918 812 1222,Smart
name1609,lastname1609,Female,July,18,1998,BS Legal Management,0918 857 7371,Smart
name1610,lastname1610,Male,March,25,1999,BS Management,0927 834 5521,Globe
name1611,lastname1611,Male,April,14,2000,BS Management,0918 485 8289,Smart
name1612,lastname1612,Female,June,13,1999,BS Management Engineering,0917 922 4155,Globe
name1613,lastname1613,Female,February,15,1997,BS Management Engineering,0927 893 7520,Globe
name1614,lastname1614,Male,January,1,1997,BS Management,0917 326 3403,Globe
name1615,lastname1615,Female,November,20,1997,BS Communications Technology Management,0917 645 6607,Globe
name1616,lastname1616,Male,April,16,1998,BS Management Engineering,0917 434 7543,Globe
name1617,lastname1617,Male,October,13,1999,BS Communications Technology Management,0918 507 9807,Smart
name1618,lastname1618,Female,May,18,1999,BS Communications Technology Management,0917 169 2137,Globe
name1619,lastname1619,Male,April,25,1998,BS Legal Management,0927 506 1238,Globe
name1620,lastname1620,Male,July,17,1999,BS IT Entrepreneurship,0918 368 9133,Smart
name1621,lastname1621,Male,July,19,1999,BS IT Entrepreneurship,0927 558 2114,Globe
name1622,lastname1622,Female,May,9,1997,BS Management Engineering,0917 598 1160,Globe
name1623,lastname1623,Male,October,28,1999,BS Communications Technology Management,0927 997 8860,Globe
name1624,lastname1624,Male,June,23,1999,BS Management Engineering,0927 973 3481,Globe
name1625,lastname1625,Female,April,7,1997,BS Management Engineering,0917 782 7480,Globe
name1626,lastname1626,Male,July,7,1998,BS Management,0918 772 9716,Smart
name1627,lastname1627,Male,December,26,2000,BS Management,0917 209 5036,Globe
name1628,lastname1628,Male,October,1,1999,BS IT Entrepreneurship,0918 718 3375,Smart
name1629,lastname1629,Male,August,13,1999,BS Legal Management,0918 777 6708,Smart
name1630,lastname1630,Male,September,11,1997,BS Management Engineering,0917 782 7638,Globe
name1631,lastname1631,Male,December,8,2001,BS Management Engineering,0917 700 9826,Globe
name1632,lastname1632,Male,February,16,1999,BS Legal Management,0917 422 5632,Globe
name1633,lastname1633,Male,July,27,1998,BS Management,0927 352 2048,Globe
name1634,lastname1634,Female,June,25,2001,BS IT Entrepreneurship,0927 667 4402,Globe
name1635,lastname1635,Female,September,3,2000,BS Management Engineering,0918 354 2271,Smart
name1636,lastname1636,Male,December,7,1998,BS Communications Technology Management,0917 599 4743,Globe
name1637,lastname1637,Male,December,22,1997,BS Management Engineering,0917 145 8973,Globe
name1638,lastname1638,Female,April,25,1997,BS IT Entrepreneurship,0917 936 1237,Globe
name1639,lastname1639,Female,March,8,1999,BS IT Entrepreneurship,0917 530 9570,Globe
name1640,lastname1640,Male,August,3,1998,BS Management,0917 324 4108,Globe
name1641,lastname1641,Male,June,14,1997,BS Management Engineering,0927 190 8210,Globe
name1642,lastname1642,Female,December,12,1999,BS Management,0917 475 3924,Globe
name1643,lastname1643,Male,March,10,1997,BS Management,0917 857 8466,Globe
name1644,lastname1644,Male,September,21,2000,BS Management,0918 456 3730,Smart
name1645,lastname1645,Male,March,21,1998,BS Management Engineering,0918 845 7547,Smart
name1646,lastname1646,Female,August,4,2001,BS Management,0927 627 5354,Globe
name1647,lastname1647,Male,February,5,2000,BS Management Engineering,0917 513 7001,Globe
name1648,lastname1648,Male,July,8,1998,BS Legal Management,0917 609 8149,Globe
name1649,lastname1649,Female,March,17,1997,BS Management Engineering,0927 324 3799,Globe
name1650,lastname1650,Female,April,26,2001,BS Communications Technology Management,0918 276 6108,Smart
name1651,lastname1651,Male,May,16,1997,BS Management Engineering,0917 540 8194,Globe
name1652,lastname1652,Male,July,23,1999,BS IT Entrepreneurship,0927 805 2574,Globe
name1653,lastname1653,Female,July,7,1998,BS Communications Technology Management,0927 939 7447,Globe
name1654,lastname1654,Male,November,4,1998,BS Management,0918 279 3610,Smart
name1655,lastname1655,Male,January,17,2000,BS Communications Technology Management,0927 182 3538,Globe
name1656,lastname1656,Female,May,9,2001,BS Communications Technology Management,0917 225 2450,Globe
name1657,lastname1657,Female,February,20,1997,BS IT Entrepreneurship,0927 585 5387,Globe
name1658,lastname1658,Female,November,17,1999,BS IT Entrepreneurship,0927 132 4378,Globe
name1659,lastname1659,Male,February,16,2001,BS Management,0917 426 6016,Globe
name1660,lastname1660,Female,March,4,1997,BS Legal Management,0918 377 9121,Smart
name1661,lastname1661,Female,December,19,1997,BS Legal Management,0927 351 2073,Globe
name1662,lastname1662,Male,May,11,2000,BS IT Entrepreneurship,0917 331 9925,Globe
name1663,lastname1663,Male,June,7,1999,BS IT Entrepreneurship,0927 282 8654,Globe
name1664,lastname1664,Male,June,9,2001,BS Legal Management,0917 109 2041,Globe
name1665,lastname1665,Female,March,27,1998,BS Management,0918 876 9262,Smart
name1666,lastname1666,Female,October,4,2000,BS Legal Management,0917 493 5680,Globe
name1667,lastname1667,Female,September,25,1999,BS Legal Management,0917 782 2046,Globe
name1668,lastname1668,Male,August,2,1998,BS Communications Technology Management,0918 316 8589,Smart
name1669,lastname1669,Female,June,16,1997,BS Legal Management,0927 927 6310,Globe
name1670,lastname1670,Female,July,19,1997,BS Management Engineering,0927 401 8816,Globe
name1671,lastname1671,Male,February,27,2001,BS IT Entrepreneurship,0917 234 2366,Globe
name1672,lastname1672,Female,May,9,1999,BS Legal Management,0917 211 9349,Globe
name1673,lastname1673,Female,January,8,2000,BS Communications Technology Management,0917 528 4529,Globe
name1674,lastname1674,Male,November,19,1998,BS Management Engineering,0917 209 1835,Globe
name1675,lastname1675,Female,May,28,1997,BS IT Entrepreneurship,0927 267 4069,Globe
name1676,lastname1676,Female,December,25,2000,BS Legal Management,0918 406 5317,Smart
name1677,lastname1677,Male,June,18,2000,BS Communications Technology Management,0917 350 7936,Globe
name1678,lastname1678,Male,November,13,2000,BS Legal Management,0918 668 6906,Smart
name1679,lastname1679,Male,May,12,2001,BS IT Entrepreneurship,0918 764 1314,Smart
name1680,lastname1680,Male,December,22,1998,BS IT Entrepreneurship,0917 229 3120,Globe
name1681,lastname1681,Male,March,25,1999,BS Management Engineering,0917 666 9320,Globe
name1682,lastname1682,Male,October,21,1998,BS Management Engineering,0917 873 7447,Globe
name1683,lastname1683,Male,November,10,1998,BS Management Engineering,0918 448 4070,Smart
name1684,lastname1684,Male,December,21,1997,BS Management,0927 860 2285,Globe
name1685,lastname1685,Male,December,16,1997,BS Legal Management,0918 282 8460,Smart
name1686,lastname1686,Male,August,11,1997,BS Management Engineering,0927 380 8663,Globe
name1687,lastname1687,Female,April,24,1998,BS Management Engineering,0927 725 9531,Globe
name1688,lastname1688,Female,June,3,1999,BS Communications Technology Management,0917 961 3410,Globe
name1689,lastname1689,Male,December,18,1999,BS Management Engineering,0927 408 9900,Globe
name1690,lastname1690,Female,July,6,1997,BS Management Engineering,0917 697 3877,Globe
name1691,lastname1691,Male,September,18,1997,BS IT Entrepreneurship,0917 950 4112,Globe
name1692,lastname1692,Female,May,4,2000,BS IT Entrepreneurship,0917 331 2269,Globe
name1693,lastname1693,Male,February,7,1998,BS Management Engineering,0927 843 6944,Globe
name1694,lastname1694,Female,February,18,2001,BS Management,0918 989 9777,Smart
name1695,lastname1695,Female,January,10,1997,BS Management,0918 959 8868,Smart
name1696,lastname1696,Female,February,20,2001,BS IT Entrepreneurship,0918 432 9643,Smart
name1697,lastname1697,Male,March,7,1999,BS IT Entrepreneurship,0918 351 6631,Smart
name1698,lastname1698,Male,October,25,1999,BS IT Entrepreneurship,0917 709 6669,Globe
name1699,lastname1699,Male,December,5,1997,BS Management,0917 708 6860,Globe
name1700,lastname1700,Female,April,18,1998,BS Management,0917 493 5524,Globe
name1701,lastname1701,Male,June,1,1997,BS Communications Technology Management,0917 398 4541,Globe
name1702,lastname1702,Male,January,19,1998,BS Legal Management,0917 417 8666,Globe
name1703,lastname1703,Male,June,22,1997,BS Legal Management,0918 295 1382,Smart
name1704,lastname1704,Female,February,2,1998,BS Legal Management,0918 515 7421,Smart
name1705,lastname1705,Female,January,1,1997,BS Communications Technology Management,0917 311 3470,Globe
name1706,lastname1706,Female,August,16,1998,BS IT Entrepreneurship,0927 939 9260,Globe
name1707,lastname1707,Male,September,23,2001,BS Management,0927 986 3129,Globe
name1708,lastname1708,Female,November,3,1997,BS IT Entrepreneurship,0918 817 8602,Smart
name1709,lastname1709,Male,December,18,1997,BS IT Entrepreneurship,0918 765 3651,Smart
name1710,lastname1710,Female,October,25,2001,BS Legal Management,0927 603 1574,Globe
name1711,lastname1711,Female,May,25,1998,BS IT Entrepreneurship,0918 970 1693,Smart
name1712,lastname1712,Male,December,19,1998,BS Management Engineering,0927 933 8376,Globe
name1713,lastname1713,Male,April,14,1997,BS Management,0927 751 3712,Globe
name1714,lastname1714,Male,August,15,2001,BS Management,0918 236 8919,Smart
name1715,lastname1715,Male,July,2,1997,BS Communications Technology Management,0917 559 8093,Globe
name1716,lastname1716,Male,September,25,2000,BS Legal Management,0918 540 8555,Smart
name1717,lastname1717,Male,November,5,1997,BS IT Entrepreneurship,0918 894 2375,Smart
name1718,lastname1718,Female,May,17,1997,BS Management Engineering,0918 838 2342,Smart
name1719,lastname1719,Female,July,2,2000,BS Management Engineering,0927 631 8040,Globe
name1720,lastname1720,Male,January,6,1997,BS Legal Management,0917 738 1839,Globe
name1721,lastname1721,Female,July,23,1998,BS Communications Technology Management,0927 544 3279,Globe
name1722,lastname1722,Female,March,4,1998,BS IT Entrepreneurship,0917 693 8959,Globe
name1723,lastname1723,Female,May,22,1998,BS IT Entrepreneurship,0917 281 3092,Globe
name1724,lastname1724,Female,June,10,1997,BS Management,0917 252 6526,Globe
name1725,lastname1725,Male,April,23,1998,BS Communications Technology Management,0927 268 5622,Globe
name1726,lastname1726,Female,September,26,1997,BS Legal Management,0917 660 9137,Globe
name1727,lastname1727,Male,January,26,1998,BS Management Engineering,0927 581 4936,Globe
name1728,lastname1728,Female,August,19,1997,BS Management,0917 565 5934,Globe
name1729,lastname1729,Female,November,12,1997,BS Legal Management,0918 776 4007,Smart
name1730,lastname1730,Female,April,13,1999,BS Management Engineering,0918 461 2548,Smart
name1731,lastname1731,Female,August,22,1998,BS Communications Technology Management,0927 368 7728,Globe
name1732,lastname1732,Male,August,21,1998,BS Management,0927 376 2938,Globe
name1733,lastname1733,Female,January,19,2000,BS Communications Technology Management,0927 740 2743,Globe
name1734,lastname1734,Female,June,15,2000,BS Legal Management,0918 200 7458,Smart
name1735,lastname1735,Female,March,26,1997,BS Legal Management,0927 632 8106,Globe
name1736,lastname1736,Female,October,17,1997,BS Legal Management,0917 653 7150,Globe
name1737,lastname1737,Male,August,1,2001,BS Management,0917 932 2383,Globe
name1738,lastname1738,Male,February,4,2001,BS Legal Management,0927 173 7762,Globe
name1739,lastname1739,Female,August,26,2000,BS Management,0918 647 9671,Smart
name1740,lastname1740,Female,May,14,1999,BS Legal Management,0927 225 6935,Globe
name1741,lastname1741,Female,September,8,2000,BS IT Entrepreneurship,0918 863 7980,Smart
name1742,lastname1742,Female,September,7,1999,BS Management,0918 301 7635,Smart
name1743,lastname1743,Female,May,17,2000,BS Legal Management,0927 965 1587,Globe
name1744,lastname1744,Male,October,27,1997,BS IT Entrepreneurship,0927 478 1325,Globe
name1745,lastname1745,Male,January,6,1998,BS Legal Management,0917 321 6378,Globe
name1746,lastname1746,Female,October,16,1997,BS IT Entrepreneurship,0927 928 7417,Globe
name1747,lastname1747,Female,July,12,1997,BS Management,0918 401 2702,Smart
name1748,lastname1748,Male,September,11,1999,BS Communications Technology Management,0927 864 1701,Globe
name1749,lastname1749,Female,May,17,2000,BS Legal Management,0918 375 9630,Smart
name1750,lastname1750,Male,February,1,1997,BS Management,0918 185 8937,Smart
name1751,lastname1751,Male,May,6,1999,BS Management,0927 144 4452,Globe
name1752,lastname1752,Female,September,17,1997,BS IT Entrepreneurship,0927 798 4040,Globe
name1753,lastname1753,Male,April,18,1998,BS IT Entrepreneurship,0918 386 4372,Smart
name1754,lastname1754,Female,April,20,1997,BS Legal Management,0918 400 4239,Smart
name1755,lastname1755,Female,June,2,1997,BS Management Engineering,0917 482 1573,Globe
name1756,lastname1756,Female,May,2,1998,BS IT Entrepreneurship,0927 942 1394,Globe
name1757,lastname1757,Male,May,11,1999,BS Legal Management,0927 545 6854,Globe
name1758,lastname1758,Male,October,21,1997,BS Communications Technology Management,0918 862 8091,Smart
name1759,lastname1759,Female,May,14,1998,BS IT Entrepreneurship,0927 634 2284,Globe
name1760,lastname1760,Male,August,17,1998,BS Communications Technology Management,0927 350 8183,Globe
name1761,lastname1761,Female,March,28,1998,BS Management,0917 272 5999,Globe
name1762,lastname1762,Male,May,13,1998,BS Communications Technology Management,0927 468 8484,Globe
name1763,lastname1763,Male,May,2,1998,BS Communications Technology Management,0917 459 3522,Globe
name1764,lastname1764,Female,June,3,1999,BS Management Engineering,0927 309 1720,Globe
name1765,lastname1765,Female,February,18,1998,BS Management Engineering,0927 972 9371,Globe
name1766,lastname1766,Male,September,28,2001,BS Communications Technology Management,0918 399 7923,Smart
name1767,lastname1767,Male,November,13,1998,BS Management,0927 112 2072,Globe
name1768,lastname1768,Male,November,21,1998,BS IT Entrepreneurship,0927 244 5177,Globe
name1769,lastname1769,Female,December,8,1999,BS Management,0927 750 6690,Globe
name1770,lastname1770,Female,January,5,1999,BS Communications Technology Management,0918 321 4539,Smart
name1771,lastname1771,Male,November,4,1997,BS IT Entrepreneurship,0927 622 7513,Globe
name1772,lastname1772,Male,December,27,1999,BS Legal Management,0927 439 5173,Globe
name1773,lastname1773,Male,February,16,1999,BS Management Engineering,0927 886 5322,Globe
name1774,lastname1774,Male,March,13,1999,BS Communications Technology Management,0917 458 2332,Globe
name1775,lastname1775,Male,December,8,1998,BS Communications Technology Management,0927 126 7838,Globe
name1776,lastname1776,Female,April,19,1999,BS IT Entrepreneurship,0917 704 1136,Globe
name1777,lastname1777,Male,April,15,2001,BS Legal Management,0917 223 5890,Globe
name1778,lastname1778,Female,May,25,1998,BS Management,0927 948 7837,Globe
